Date,Time,Require Amount,Measuring Amount
2020-10-28,14:09:23+08:00,9,9,Results,16.9475,16.9435,16.975,16.978,16.9025,16.9945,16.9595,16.8615,16.9845
2020-10-28,14:22:19+08:00,9,9,Results,16.9495,16.9435,16.9735,16.9765,16.903,16.9915,16.961,16.862,16.978
2020-10-28,14:24:01+08:00,9,9,Results,16.95,16.9435,16.974,16.9765,16.903,16.992,16.9605,16.8615,16.978
2020-10-28,14:25:49+08:00,9,9,Results,16.9505,16.9445,16.9745,16.9765,16.903,16.9925,16.961,16.8615,16.978
2020-10-28,14:25:49+08:00,9,9,Results,9,8,7,6,5,4,3,2,1

2020-10-28,14:25:49+08:00,9,9,Results,9,8,7,6,5,4,3,2,1
2020-10-28,14:25:49+08:00,9,9,Results,1,8,7,6,5,4,3,2,1
2020-10-28,14:25:49+08:00,9,9,Results,99,0,6,5,4,3,2,1
2020-10-28,14:25:49+08:00,9,9,Results,199,8,799,6,5,4,399,299,199
2020-10-28,14:25:49+08:00,9,9,Results,199,8,799,6,5,4,399,299,1999
