Date,Time,Require Amount,Measuring Amount

2020-10-28,14:25:49+08:00,9,9,Results,16.9506,16.9445,16.9745,16.9765,16.903,16.9925,16.961,16.8615,16.9915
2020-10-28,14:25:49+08:00,9,9,Results,16.9506,16.9445,16.9745,16.9765,16.903,16.9925,16.961,16.8615,16.9915
2020-10-28,14:25:49+08:00,9,9,Results,1
2020-10-28,14:25:49+08:00,9,9,Results,1
2020-10-28,14:25:49+08:00,9,9,Results,1
2020-10-28,14:25:49+08:00,9,9,Results,5000.00500505
2020-10-28,14:25:49+08:00,9,9,Results,16.9506,16.9445,16.9745,16.9765,16.903,16.9925,16.961,16.8615,16.9915
2020-10-28,14:25:49+08:00,9,9,Results,1
2020-10-28,14:25:49+08:00,9,9,Results,1
2020-10-28,14:25:49+08:00,9,9,Results,1
2020-10-28,14:25:49+08:00,9,9,Results,5000.00500505
2020-10-28,14:25:49+08:00,9,9,Results,16.9506,16.9445,16.9745,16.9765,16.903,16.9925,16.961,16.8615,16.9915
2020-10-28,14:25:49+08:00,9,9,Results,1
2020-10-28,14:25:49+08:00,9,9,Results,1
2020-10-28,14:25:49+08:00,9,9,Results,1
2020-10-28,14:25:49+08:00,9,9,Results,5000.00500505
